Date;username;name;tweet;replies_count;retweets_count;likes_count
2022-11-11 06:48:31 SE Asia Standard Time;abstrusc;Kael J.;True. And definitely loves to justify their mental health over their actions.;0;0;2
2022-11-11 06:48:30 SE Asia Standard Time;ucrcareers;UCR Careers;UCR's #looking for a Mental Health Crisis Counselor. If you know anyone, please refer them us.  Link to apply:  https://t.co/XZ4z2BZ56N #mentalhealthjobs #hiring  https://t.co/ERaizSuM0n;0;0;0
2022-11-11 06:48:12 SE Asia Standard Time;jody242424;Just Jody;@globalnews Who’s going to stand up for the kids. Why do they have to be subjected to this guys mental health issues.;0;0;2
2022-11-11 06:48:11 SE Asia Standard Time;totinkxjhu;Totinunallaquanati;It is essential to our mental health, and our success, that we take control;0;0;0
2022-11-11 06:48:10 SE Asia Standard Time;mamamob1983;MamaMOB;@AnnLesbyPhD For all the people who don’t know that this is a parody account… The term Triggered is ablest. It is a medical term that was stolen from the mental ill. When you use it and you’re not talking about your actual mental health you’re being ablest. You took that away from us!;0;0;0
2022-11-11 06:48:10 SE Asia Standard Time;dorthealynn;Dorthea Crenshaw;@NoLieWithBTC We owe this woman a tremendous debt because she continuously pushes the issue of mental health into our collective consciousness. We must implement mental health screenings for public office.;0;1;15
2022-11-11 06:48:06 SE Asia Standard Time;funkpwer;Neil DeGrassi Highson;@Srirachachau I'm going down with this place and that'll be that.  I really enjoy a lot of people on here, but this place dying is going to be great for my mental health.;0;0;2
2022-11-11 06:47:59 SE Asia Standard Time;verbalasebeatb1;Verbalasebeatbox;@itsJeffTiedrich @elonmusk i don’t even like trump but that man lives rent free in your head don’t you have anything better to think about 24/7. this cannot be good for your mental health;0;0;1
2022-11-11 06:47:58 SE Asia Standard Time;spectrumthrpyns;SpectrumTherapeuticSolutions;We are so lucky to have so much water and beauty in Canada. Get out, disconnect, reconnect, and rejoice. #wellness  #selfcare #bluespaces #greenspaces #whitespaceisyourfriend #letstalk #letstalkns #letskeeptalking #mentalhealth #wellbeing;0;1;4
2022-11-11 06:47:56 SE Asia Standard Time;lumorningstarx;Giulia |??16| wakanda forever;@NetflixSA I’ve lost my mental health;0;0;0
2022-11-11 06:47:55 SE Asia Standard Time;prncs_hblto;cexs;when my mental health attacks, it's not a joke. because I can't focus on the things I have to do. :(:(  ?;0;0;0
2022-11-11 06:47:50 SE Asia Standard Time;civicprincesa;Nicole Richie??;@avanjogiasslut @smallroundacorn He groomed her and has been abusing her since she was 17 :/ his psychiatrist reached out to her and tried to get her to help him since everyone else in his life has left which imo is dangerous and horrible practice for a mental health practitioner;0;0;13
2022-11-11 06:47:47 SE Asia Standard Time;sunshinedianxia;??;WHAY IS WEONG WITH THEM I RELY ON THAT SHIT FOR MY MENTAL HEALTH;0;0;1
2022-11-11 06:47:46 SE Asia Standard Time;nightmareiiish;kay ??????;@_samanthalux Isn’t a lot of her behaviour now contributes due to her bipolar disorder? Why doesn’t she deserve actual savekeeping from anyone no matter her sex/phenotype/whatever up to debate? / Should she be seen by mental@health specialists first? And yes, she should be in women’s prison;0;0;0
2022-11-11 06:47:44 SE Asia Standard Time;thebalmainboy;DJ;@TheNRLSHADOW @9_Moley Mental health? Nothing to do with that at all. The Broncos seemingly took advantage of a minor without an agent. That's the problem here. Kid should have had an agent, or at least read through every word of the contract, but seemingly he went off conversations not the contract.;2;0;3
2022-11-11 06:47:44 SE Asia Standard Time;annadebullen;??;@Heavenlyquixote @YunGopher @JtcShootr @sk8cultist @JamiaNaomi @CheetoButter No I love my life, you are really concerned for me tho, enquiring about my mental health constantly and worrying about whether my adult boyfriend is taking advantage of me (also an adult). I know I’m really important to you but you don’t have to worry about me;1;0;0
2022-11-11 06:47:43 SE Asia Standard Time;binetti212;nick;I deleted the twitter app off my phone bc I have learned staying off the internet during election times is good for my mental health but I am dropping in on my laptop real quick to saying americans are still fucking idiots and our own stupidity will be our downfall;0;0;6
2022-11-11 06:47:41 SE Asia Standard Time;chefliesha;Oakland Girl;Being happy in your skin is part of mental wellness. Stop telling black women that you care about their mental health while simultaneously telling them to be ashamed of their bodies. It doesn’t work like that.  https://t.co/Si28louGqO;0;3;4
2022-11-11 06:47:34 SE Asia Standard Time;helenfilipe;Helen Filipe;Thank you Nancy for sharing the link to an upcoming session  on Mental Health, geared towards  for teen/twentysomethings:  #mentalhealth #JackOrg #teens #youngadults #mentalhealthawareness #mantalhealthmatters  https://t.co/DALMmwwwwQ;0;0;1
2022-11-11 06:47:34 SE Asia Standard Time;puffindor;Sarah ?????? Board Games in a Minute & Grogu ??;@TheBrokenMeeple It was very messed up. And this guy loves to gain the sympathy of people because of his mental health issues, but then he also used said mental health issues to not take any responsibility for his incredibly vile behavior.;0;0;1
2022-11-11 06:47:32 SE Asia Standard Time;clschatspot;CL’s Counseling;Now accepting MultiPlan!!!! #texas #mentalhealth  https://t.co/MocTy27As2;0;0;0
2022-11-11 06:47:31 SE Asia Standard Time;hollymoorefun;Ultra Swift Fury ??;@Cal_HHS Were masks and online Zoom school part of great mental health? No. The suicide rate has skyrocketed in kids. We have no trust in your supposed care for our welfare. And now you’ve just wasted more taxpayer money when we are in a recession.;0;0;0
2022-11-11 06:47:28 SE Asia Standard Time;galaddamodred;Galad Damodrebel Without a Cause;Christ if I see another 'well it looks like twitter may be over for real this time soon' post i'm just gonna go on an unfollow spree like jesus we been knowing it was gonna go downhill I'm begging y'all stop hyperfixating on it because it is doing nobody's mental health any good;10;0;22
2022-11-11 06:47:27 SE Asia Standard Time;stonecoldken;Kenny;It has mental health issues.;0;0;0
2022-11-11 06:47:16 SE Asia Standard Time;7_recharge;Recharge?;Clear mental health problems, can't stay on topic, can't explain their situation in a calm manner    https://t.co/SUskcJE216;0;0;2
2022-11-11 06:47:14 SE Asia Standard Time;sanchoinapancho;Manny;@shyoaks Take your mental health time. You'll feel better after it;0;0;1
2022-11-11 06:47:01 SE Asia Standard Time;bornslippy96;??Zayne;@thealex07 @Becca76392757 @DavoodGhadami Yeah lbh, if it were a woman in this position it wouldn’t matter what she’d done in government - the conversation would already be dominated by “#BeKind” and mental health awareness, it’s absolutely the case and I’m no defender of Hancock.;1;0;0
2022-11-11 06:47:00 SE Asia Standard Time;elyob71;Michael Boyle;@RonFilipkowski @DonaldJTrumpJr   Your Daddy needs his head examined, please get him the mental help he needs #mentalhealth;0;0;0
2022-11-11 06:46:53 SE Asia Standard Time;oldsoul3333;Old Soul;@kyledcheney Future mental health experts are going to have a field day analyzing how this country let this happen.;0;0;0
2022-11-11 06:46:48 SE Asia Standard Time;breezyfrisco;Catherine Masie;@EliteDaily LOL don't care what #duchessdifficult or #PrinceHorrid for that matter have to say about anything. they are repugnant people with serious mental health issues.;0;0;0
2022-11-11 06:46:47 SE Asia Standard Time;crc57325971;CRC;@Truthwirklich The Helpseeking Experiences of Men Who Sustain IPV  MALE IPV VICTIMS have most positive experiences in help from family/friends, mental health and medical providers   They have the LEAST POSITIVE EXPERIENCES WITH MEMBERS OF THE DV SERVICE SYSTEM SICKENING  https://t.co/CzkK9Dcj6G;0;0;0
2022-11-11 06:46:47 SE Asia Standard Time;mx_semee;????????they/them????????;"want to share to normalize talking about and bringing awareness to #mentalhealth.   I've been dx'd w/ most of these before but the ocd &amp; panic disorder are new. i thought i was past agoraphobia but i guess not lol.  https://t.co/48h4Hrb6XF";1;0;0
2022-11-11 06:46:46 SE Asia Standard Time;styleselevation;ElevationStyles;Mens Fashion News Coverage By ElevationStyles. Lets Go ! #mensfashion #fashion #fashionnew #mensmentalhealth #november #mensmentalhealthawareness #mentalhealth #style #casualstyle #formal #outfit #ootd #ootdfashion #lousvuitton Tawanda Brendon...  https://t.co/3uLsxaqpm8;0;0;0
2022-11-11 06:46:41 SE Asia Standard Time;bilgemamoste;??????????????;@elonmusk People are now worried about your mental health.???????I hope everything is okay.  We don't really care about you, but we don't want Twitter to go away, in that respect.;0;0;0
2022-11-11 06:46:31 SE Asia Standard Time;udopee;Onuoha Udonna Peace(MPH);@WHOAFRO No Brain is ideal, even the brain of a person with mental health disorder is always.  How cared and resourceful the brains are makes the difference!;0;0;1
2022-11-11 06:46:29 SE Asia Standard Time;shellnotnfringe;David O'Brian;"@irion_ashley @theStudioTango @davidhogg111 I mean they are in mental health institutions called ""schools"" where everything they do and are is judged and criticized. They come out more deranged and less rational than before going in.";0;0;0
2022-11-11 06:46:15 SE Asia Standard Time;oaklandbikelab;Tom Holub;@dt8k Professional advice: If you ever wind up managing people, it's really not a great idea to suggest to them that they need mental health services.;1;0;0
2022-11-11 06:46:07 SE Asia Standard Time;htfriesncldbrew;gaby manuel;@CainMcCoy They don’t just need housing they need mental Health facilities. We see it everyday here at cedars sinai . I personally was assaulted like many of my co workers have been. This is a mental health crisis that needs the same attention ,if not more, as the homeless issue.;0;0;0
2022-11-11 06:46:07 SE Asia Standard Time;smileycapital;Smiley;@kwon16132 @TyrogueD @CEO_Bert show size  i showed degen acc with 150k+ positions on video publicly and 13M monthly trading volume while I barely trade these days cuz focusing on irl/mental health/fitness  go on lol, I'm fascinated u decide to follow me just to talk shit, I block cuz why wouldn't I, negativity;1;0;1
2022-11-11 06:46:04 SE Asia Standard Time;panicatheworid;aang | wn spoilers;@yuraces i was crying while my therapist asked questions about my mental health and you were reciting Hannibal facts to yours we are not the same /j;1;0;1
2022-11-11 06:46:02 SE Asia Standard Time;carahoppe;Cara Hoppe;@NYPoliticalMom This is Indiana too. I won't knock on doors here because it doesn't seem safe. People point guns at you for being on their property. I phone banked for Wisconsin and wrote letters to people in swing states. Some people you can't reach, and you have to protect your mental health.;0;0;0
2022-11-11 06:46:02 SE Asia Standard Time;rcbinsbuckley;dakota;also off of work for a whole week my mental health cheered;1;0;8
2022-11-11 06:45:53 SE Asia Standard Time;salamandxr_;Tyler??;@KatzeKaz @mcbmnf @skelm_baguette @DatCheesy @CthulhuM4n @ShitpostGate LMAOOO like I'm literally begging man go open a book or watch a YouTube video at this point, I don't study brain anatomy and biology and how brain functions are correlated to mental health for you to say psychology is barely a science;1;0;0
2022-11-11 06:45:53 SE Asia Standard Time;defiantdigital;Defiant Digital;The only thing we can really do is master right now. @iamdoboy with the mental health bars ??   #mentalhealthawareness #socialanxiety #FunnyAdvice  https://t.co/Z38tr7FgJb;0;6;11
2022-11-11 06:45:48 SE Asia Standard Time;jamaljennings_;Jamal Jennings ??;So always take care of mental health and never be ashamed of doing so.;0;0;1
2022-11-11 06:45:37 SE Asia Standard Time;mdfeme;MDFeme;Mental Health Tip #002 Walk Away! If it no longer serves you, if it takes your #peace your #joy or it wastes your #time WALK AWAY!;1;0;0
2022-11-11 06:45:29 SE Asia Standard Time;amyarm342;Amy????????????????????????????????????????????;@mother_runner5 Eff the teacher and the chain of command. Thus is your child's mental health you're talking about.;0;0;0
2022-11-11 06:45:24 SE Asia Standard Time;techtia;Tia Simmons;RT SimpleK12: Personalize your learning pathway with upcoming training sessions led by our rockstar presenters!?? @Tch_MichelleLin @deb_norton @TherapistTee #SK12Training #edequity #sel #mentalhealth #wholechild #googleedu #edtech #chromebooks  ??Regis…  https://t.co/9TWkzspBco;0;0;1
2022-11-11 06:45:23 SE Asia Standard Time;nshaughnessy1;Nicola Shaughnessy;Enjoyed contributing to this event tonight focussed on making a difference to mental health research through interdisciplinary initiatives.;0;0;2
2022-11-11 06:45:23 SE Asia Standard Time;ash_marie007;Ashley Marie;@99thEmperorLVB @SayKristin @QUEENSFAM @ButPatrickkk @VickieBrock16 @Jace_J_B @CallierNathan @Kimberlylx_ @_EricLamarBeatz @LostLightGamer How does that qualify as abandonment issues? Is that what your mental health counselor told you that you have?;1;0;2
2022-11-11 06:45:22 SE Asia Standard Time;cantbefoundzz;bae??;@deblacklisto @lilychewingsun @sandychantyka @IrhamRusydi @tapitakbeginiii @HalooMad @inasinus_ @rzwings @asmurcom @DesignRant2 @hanmula MAKSUD LO LO PADA GENERASI YANG UNSTABLE MENTAL HEALTH TAPI BISANYA NGERUSAK MENTAL HEALTH ORG?;1;0;1
2022-11-11 06:45:11 SE Asia Standard Time;counselling_ab;Counselling Alberta;Counselling does not have to last forever. Most of our clients see positive, lasting results within 8-10 sessions. Register today:  https://t.co/uBDgvgYle9  #alberta #mentalhealth  https://t.co/br6Z0V4zT6;0;0;0
2022-11-11 06:45:07 SE Asia Standard Time;otaku_okie;The Okie Otaku;@alexadobrien But at the same time, I understand the importance, and necessity of mental health, and that sometimes some of us are born with screwy brain chemistry because one chromosome decided to leave without telling anyone.;1;0;1
2022-11-11 06:45:06 SE Asia Standard Time;zestythings;Zesty Things;Being prepared for big changes, both good and bad, will help improve your mental health. #GuestPosts #Lifestyle #MentalHealth #PersonalFinance  https://t.co/AYih6UaDsf;0;0;0
2022-11-11 06:45:05 SE Asia Standard Time;luka3737;Aleksandar Luki?;@Varane_Prop_ @ZhynoksAFC @ManUtd Friendly advice bro.. he s a bot dont react to them.. preserve your mental health and we are a bigger club than probably all of them.. ????;1;1;1
2022-11-11 06:44:57 SE Asia Standard Time;geetanjaligaja2;Geetanjali Gajare;mental health problems can come with physical symptoms. Our bodies and minds are not separate, so it’s not surprising that mental ill health can affect your body. To avoid this you can start from eating healthy, getting enough sleep,stopping smoking, and seeking help from therapy;0;0;1
2022-11-11 06:44:54 SE Asia Standard Time;susoccerbot;Stanford Soccer Bot;Katie Meyers' family to raise awareness about mental health for the greater community;0;0;0
2022-11-11 06:44:50 SE Asia Standard Time;beagle16;Mick Keast: Carrot Conspiracy;Something is SAD about an Unused Punching Bag #masculine #consumer #bodyimage #vanity #aspirational #midlifecrisis #mentalhealth #unforfilled #angermanagement #DomesticViolence #DomesticAbuse #masculinity #satire  https://t.co/eznqa5gdx7;0;0;0
2022-11-11 06:44:45 SE Asia Standard Time;lordtyphon;Typhon (Dork/SirDork);@josel_edits You never told, or likely ever to be told.   Seriously let the guy move on with his life and respect that decision.  This kind of obession is not good for ones mental health.;1;0;3
2022-11-11 06:44:43 SE Asia Standard Time;kilgusjim;Jim Kilgus;@nancywgonzalez I’m getting there, I should arrive by 2031 lol. I love mental health stuff, but his greed and evilness (not a mental health attribute) makes me enjoy when karma returns his many misdeeds.;0;0;1
2022-11-11 06:44:42 SE Asia Standard Time;statueofwho;Belial ??;Melek mental health tapi tetap lemah, dikit-dikit complain.;0;0;0
2022-11-11 06:44:33 SE Asia Standard Time;ozielesq;Oziel Esquivel;We must provide quality and accessible mental health care in our country. #DYK Medicaid is the largest payer for mental health services in our country? Find out more about Medicaid and mental health in America here:  https://t.co/DjWiZ78QLY;0;0;0
2022-11-11 06:44:32 SE Asia Standard Time;__lukelawrence;Luke Lawrence;I need a mental health break from life.;0;0;0
2022-11-11 06:44:27 SE Asia Standard Time;salamandxr_;Tyler??;"@mcbmnf @KatzeKaz @skelm_baguette @DatCheesy @CthulhuM4n @ShitpostGate You do know that it wasn't ""selling the trend of the moment"" and simply a lack of better understanding of anatomy and the functioning of the brain right ? Because mental health wasn't taken seriously enough, has nothing to do with a trend";1;0;0
2022-11-11 06:44:20 SE Asia Standard Time;mhwshow;Mental Health & Wellbeing Show;@Meee_HQ will be exhibiting at #mhwshow on the 11th May Live in Cardiff. Sidge Madge will also be delivering a seminar focusing on University Mental Health. Click on the link below to reserve your FREE ticket:  https://t.co/XgN2DhVjBP  https://t.co/HUyBJHl7tt;0;2;3
2022-11-11 06:44:14 SE Asia Standard Time;emilyherringsw;Emily Herring, LMSW;Thanks to @UNITEDWAYAL for allowing us to serve as panelists in the important conversation about children’s #mentalhealth. Grateful for a community that works together to support our kids!;0;0;5
2022-11-11 06:44:11 SE Asia Standard Time;asapmoha_;mohamed:);@dvilsrain @usercoldaf @zeuslm9awd That’s called mental health he can’t control it that’s not a reason to hate him ma3lina but ig everybody has an opinion on artists hhhhhhh;1;0;1
2022-11-11 06:44:08 SE Asia Standard Time;demisexmari;Mari??;I’m happy that I’m doing better today than I was a year ago exact. Your mental health matters!;1;0;3
2022-11-11 06:43:54 SE Asia Standard Time;keepingupwkeyy_;MysonKey;Rip tiara ?????, i pray for everyone going through mental health problems ?????;0;0;0
2022-11-11 06:43:49 SE Asia Standard Time;therajobsnet;TheraJobs;"@SPARKforAutism is hosting a webinar from 12-1p EST on 11/15 led by Dr. Katie Gotham, PH.D. Dr. Katie will discuss mental health in the autism community, how recent research pinpoints factors that are linked to depression in autistic adults &amp; more! Sign up: https://t.co/2lihzGjgQN";1;0;0
2022-11-11 06:43:48 SE Asia Standard Time;mrsseinaka;Eve ?? | Phantom of the Opera era;@avataranya Cats do wonders for mental health even if they are little bastards;0;0;1
2022-11-11 06:43:45 SE Asia Standard Time;nenerok1397;Android 21 ????;Idk the hate that a woman of color is getting on this show really shows me how gross this country is. I’ve had people make the jokes Cole has made to me and I’ve always felt like shit. I’m grateful to be at a point where I can have the mental health care I need but still hurts;0;0;0
2022-11-11 06:43:34 SE Asia Standard Time;em_doapsi;Emma-Lucy;I think I’ve overdone the walking. Click here to view.  https://t.co/YCHNym4Wk0 #mentalhealth #ActuallyAutistic #bpd #WritingCommunity #ThursdayThought;0;0;0
2022-11-11 06:43:34 SE Asia Standard Time;treasurenotes1;TreasureNotes.eth; https://t.co/KqEgQbApEQ;0;2;0
2022-11-11 06:43:26 SE Asia Standard Time;scorchedprince;Ike ??;i blocked them, i took another look and they're currently involved in 3 other arguments simultaneously and that can't be good for their mental health or mine;1;0;4
2022-11-11 06:43:16 SE Asia Standard Time;marzixae;marzi;taking a mental health break. bye luvs;1;0;3
2022-11-11 06:43:12 SE Asia Standard Time;robinshere1;Robin;@BoneJeni @rgloveroz Plus addiction, abortions, mental health, STD's. This is a horrific breach of confidential information. @rgloveroz has not given this any thought, but still feels he can comment.;0;0;6
2022-11-11 06:43:10 SE Asia Standard Time;zonzonsbitxh;zonzon;I think we need more BL series that talk about relationships abuse, marriage law, mental health because that happens a lot in real life.  #LoveinTheAirFinale;0;0;1
2022-11-11 06:43:10 SE Asia Standard Time;geetanjaligaja2;Geetanjali Gajare;??How does my mental health affect my physical health? Research shows that people with a mental health problem are more likely to have a preventable physical health condition such as heart disease.;0;0;1
2022-11-11 06:43:03 SE Asia Standard Time;icy_bunnystar;Icy ??;Need to continue with the gyjo centaur au for my mental health ??;0;0;3
2022-11-11 06:42:56 SE Asia Standard Time;tequilagold_;TC;How my mental health day going..  https://t.co/rN0fCR1zM3;0;0;1
2022-11-11 06:42:54 SE Asia Standard Time;veronikasain;Veronika Sain;@drobwlldiad @lesstenny Their crime is they got out when the stress was causing her mental health issues and the rest of the royals didn’t care to help.  I’d call that behaving like responsible adults.;1;1;3
2022-11-11 06:42:46 SE Asia Standard Time;androodles_ta;AndrewThyAccursed ~ ??;cw // heavy subject   it feels weird to say especially since the situation im in but...in 3 days it's been 5 months since i've been out of a psych unit.  I'm still trying to fully understand a lot about my mental health and trying to recover what i can with it. but i'm proud.  https://t.co/Jx3UgIQbPU;0;0;2
2022-11-11 06:42:45 SE Asia Standard Time;kataralovesyou;kata ? gowon day ??;"wow ""dropping"" the topic of mental health and suicide. why don't you care about mentally ill lgbt minorities???? just say you want me to kill myself and log off because that's clearly what you want ??";3;0;1
2022-11-11 06:42:43 SE Asia Standard Time;hysteria2004;paranoia politician diva ??;tengo una furia animal hacia hombres who’s only way of flirting w me is acting “worried??” for my “mental health” de la manera mas EXAGERADA Y ODD like bitch i can push a baby out my vagina in one breath un mal dia is not gonna fuck me up,no tu verga no me va a curar GRACIAS.;0;0;0
2022-11-11 06:42:43 SE Asia Standard Time;nevravenoak;???? Nev ???? ?? MFF;@DillonTrethewey @hankgreen Mental health? On my electronic outrage outlet? Nah.;0;0;0
2022-11-11 06:42:42 SE Asia Standard Time;ash_marie007;Ashley Marie;@99thEmperorLVB @SayKristin @QUEENSFAM @ButPatrickkk @VickieBrock16 @Jace_J_B @CallierNathan @Kimberlylx_ @_EricLamarBeatz @LostLightGamer That’s weird bc your bio says mental health counselor yet you’re the one with mental issues..;2;0;1
2022-11-11 06:42:36 SE Asia Standard Time;bluefairy1404;Lily Doh??????????;"Dan mental health selalu dijadikan tameng?????? Kasihan sih sama ortu jaman sekarang Mereka harus selalu jaga ""kesehatan mental"" si anak Sementara anaknya perduli ke orang tuanya saja tidak??";0;0;0
2022-11-11 06:42:27 SE Asia Standard Time;k0haruu_chan;????;@WizardOfOsu @puessque @Mafa6232 @glacier_heart so what you're saying is, neglect your kids? because letting them handle the constant pain and agony of being bullied by themselves can result in serious mental health risk later in the future.;0;0;0
2022-11-11 06:42:25 SE Asia Standard Time;heidamazeballs;??Heidi Loves The Acclaimed??;For the sake of my mental health, do I watch the #Flames game tonight? ??;1;0;1
2022-11-11 06:42:23 SE Asia Standard Time;purppquotesigs;@Purpp.QuotesIG on IG | Real Quotes;Tiktok knows more about your mental health than your own family.;0;0;0
2022-11-11 06:42:18 SE Asia Standard Time;rxttenc0re;T H E O ??? vslow dms until 12/08;@sanguinepetal I took- a mental health break for two days.  I got anxious over unanswered dms and feeling like I am letting everyone down.;1;0;0
2022-11-11 06:42:16 SE Asia Standard Time;kitchenbeat10;Kitchen Beat @@;It's 6.30 in the evening and I felt like it was 9 already.... Oh yeah the time is saved and mental health is gone alright;0;0;0
2022-11-11 06:42:14 SE Asia Standard Time;admiraltrimble;Jed Trimble;@AtlRey IT has mental health issues?  Say who would have thought?;0;0;0
2022-11-11 06:42:10 SE Asia Standard Time;adriannd11;Adriann.D11;Gonna focus on my new job, fitness, new guitar skills, journaling, friends, family, boyfriend, and my mental health. Hence, gonna take a break from social media. byeee peeps;0;0;2
2022-11-11 06:42:08 SE Asia Standard Time;aaronfischman;Aaron;@TheJennaLee_ Your advocacy for mental health is why I started following you in the first place;0;0;1
2022-11-11 06:42:02 SE Asia Standard Time;possiblysaid;??;@orbsom Feel like its personal opinion no doubt bc what the person deems as ‘insane’ might be normal to some. Never understood how you can diagnose a patient regarding mental health tbh;1;0;1
2022-11-11 06:42:01 SE Asia Standard Time;mystan4amous;OVOPoundCake(Eater);"Everybody wanna throw Aubrey away now, but when he poked fun @ kid cudi for his mental health issues &amp; took Big Sean flo &amp; got mad @ kendrick for the control verse… Nobody batted an eye.";0;0;1
2022-11-11 06:41:58 SE Asia Standard Time;anthonypfarda;Anthony Farda;@RonFilipkowski Please fund mental health care in America.....;0;0;0
2022-11-11 06:41:52 SE Asia Standard Time;ritualssb;Ritual ?? Apex 2022 & RNH 8;@miniyodadude Yeah… my mental is vastly improved from where it was, but the things plaguing me as a player also are things heavily connected to my mental health that aren’t as simple as unlearning.;0;0;1
2022-11-11 06:41:48 SE Asia Standard Time;sandblan13;Sandblan;UCP ministers are now going letting Albertans know all the great things they’re going to do: add more EAs, re-index AISH, address kids’ mental health, etc.  !  Do. Not. Buy. Their. Spin;1;0;0
2022-11-11 06:41:47 SE Asia Standard Time;jjwills2;Jesse James Wilson;Female LAPD Officer Stabbed on Mental Health Call  https://t.co/ZkqxUKLhNs;0;0;0
2022-11-11 06:41:44 SE Asia Standard Time;salvaorg2;Salva Organization;Salud Mental Y Estigma. Mental Health and Stigma. Mujeres de raíces. Noche de lotería, pan y café. Nov. 18. 4:00 pm - 7:00 pm. 1224 E. Ave S, Suite D, Palmdale, CA 93550 Visita nuestro sitio web o llámanos al:  https://t.co/MlZ5ct3RgC ?? (661) 526-7540 de Lunes a Viernes ??  https://t.co/eA2zKAdy5U;0;0;0
2022-11-11 06:41:44 SE Asia Standard Time;mrpeteraconway;Peter A. Conway;@JimRafalin Mental health is your friend. You need to take some self-reflection.;0;0;0
2022-11-11 06:41:42 SE Asia Standard Time;lliden_skiny;Lliden;"Dear @KendallJenner:  Thank you for being my silent #mentalhealth partner since 2015, I made a plan to make #einstienmotors and to meet and marry you in 23', that's y at 23 I went ""psycho""  But yes, EXIT PLAN Vol 2: everything else  For your ears only  Kind Regards, #LlidenAsks  https://t.co/Q18krS2R6M";0;0;0
2022-11-11 06:41:39 SE Asia Standard Time;ryanator122;Ryan West;@Meagan_Thompson It’s rough in that universe for sure, psychology/mental health wise. The cartoons touch on this even more- there’s a pretty substantial plot line about Anakin and Padme’s marriage: lots of baggage and jealousy stuff that just makes the 3rd movie more tragic/avoidable;0;0;0
2022-11-11 06:41:35 SE Asia Standard Time;iamnisakaran;Nisa Karan-Aravinth????;Not putting yourself first results in BURN-OUT.   4) Some people have personal things they need to handle. Be it their own mental health/illnesses, personal life circumstances, family health/illnesses, or their circumstances. You do not know nor do you NEED to.;1;0;0
2022-11-11 06:41:34 SE Asia Standard Time;uncleterrymac;Terry Makoskar;@tomhfh No, it didn't save lives. It damaged mental health, delayed essential diagnoses and treatments and ensured the NHS wait times and treatment queues would lengthen. The lockdowns cost lives and there's no evidence it saved any lives. That is pure speculation.;0;0;0
2022-11-11 06:41:32 SE Asia Standard Time;twittingta;tanisha;@bad_dominicana As Epsy’s daughter I can confirm that she faced immense racist backlash during her time as VP. The first year was so bad that it took a huge toll on her physical and mental health. Just look at the comments on any of her tweets and you can see how violently racist ticos are;2;2;12
2022-11-11 06:41:27 SE Asia Standard Time;coachkeane14;Alan Keane;"""We do annual tracking on mental health, and we have again found this year that some of those levels have again declined,""  The coaching profession ??   https://t.co/ZgKf4iCBNw";0;0;2
2022-11-11 06:41:27 SE Asia Standard Time;munir_atiya;atiya munir??;Are you a carer? What's your strategy for coping? #ship30for30 #carer #mentalhealth  https://t.co/yJDMQ5YmAL;2;1;7
2022-11-11 06:41:23 SE Asia Standard Time;learosexx;Lea;@KarinaGA88 @GillyAdam @drippyicy @DrJoGrady @hannaway23 Just to let you know mental health and mental illness are different. What’s the poor tone of saying how can I afford these bills on 23k but someone can’t on 27k?;1;0;0
2022-11-11 06:41:07 SE Asia Standard Time;editortylerr;tyler??;mental health talk!!   tw,, for panic attacks and general low mood talk;4;0;3
2022-11-11 06:41:06 SE Asia Standard Time;maryfrommarin;MaryfromMarin;@LifeNewsHQ . @LifeNewsHQ  Abortion is NOT health care. It's death for the baby, and varying degrees of physical, emotional, and/or mental health damage for the mother (and there is often emotional and mental health damage for the father, too).  Abortion is death care.;2;4;7
2022-11-11 06:41:04 SE Asia Standard Time;moonsongmoony_;lex ? james potter’s wife (real);“ur mental health is better when u go to the gym. you’re a better person. except when ur on ur period” thanks mum????;4;0;6
2022-11-11 06:41:04 SE Asia Standard Time;slimeyahk;darealmauricecardona;people say mental health we use for an excuse but when i’m going be gone what’s goin be the excuse;0;0;0
2022-11-11 06:41:03 SE Asia Standard Time;cardinalsreek;Jacob;@notcars8n Ruiz doesn’t move me, Gasser is good but not worth josh hader. Interesting how hader was at his worst when he was having mental health issues and got better as time went on.;1;0;3
2022-11-11 06:40:55 SE Asia Standard Time;nenerok1397;Android 21 ????;@Carolyn_M18 I think his age has a lot to do with it unfortunately he is not mature enough to be in a relationship that’s preparing for marriage and yes I agree that she has mental health issues but if you’re signing up to be in a relationship with someone like that you gotta be mature;0;0;1
2022-11-11 06:40:33 SE Asia Standard Time;overitlove;cancer moon priestess;I’ve been doing all this time before I took em. Like wow, talk about a mental reset. Literally rewired my brain. It’s like all the bs I was able to push down or ignore I can’t anymore. I can’t ignore my complacency, I can’t ignore my mental health issues and how they’re-;1;0;1
2022-11-11 06:40:32 SE Asia Standard Time;meowlikesurface;Meow;@voidmind2 Yeah doublefine really took to heart treating mental health and whatnot a lot more sensitively (they put tws in the game itself!!) which is fucking awesome and I appreciate that loads  If you find any SEND THEM TO ME i would love to geek out with you :);1;0;1
2022-11-11 06:40:31 SE Asia Standard Time;adrianapope17;Adriana Pope;doctor there is painful radiation in my sister's bedroom. stop gassing my sister and dogs it's bad for our physical and mental health;0;0;0
